Chromosome	Start	End	Gene	Strand	Gene.id	Gene.Type	Gene.Status	entrez_id
ENSG00000053372.4	1	19578047	19586622	MRTO4	+	ENSG00000053372.4	protein_coding	KNOWN	51154
ENSG00000162482.4	1	19609052	19615744	AKR7A3	-	ENSG00000162482.4	protein_coding	KNOWN	22977
ENSG00000053371.8	1	19630459	19638640	AKR7A2	-	ENSG00000053371.8	protein_coding	KNOWN	8574
ENSG00000040487.8	1	19638820	19655794	PQLC2	+	ENSG00000040487.8	protein_coding	KNOWN	54896
ENSG00000077549.13	1	19665267	19812066	CAPZB	-	ENSG00000077549.13	protein_coding	KNOWN	832
ENSG00000173436.9	1	19923477	19956314	MINOS1	+	ENSG00000173436.9	protein_coding	KNOWN	440574
ENSG00000158747.9	1	19967048	19984945	NBL1	+	ENSG00000158747.9	protein_coding	KNOWN	4681
ENSG00000158748.3	1	19991780	20006055	HTR6	+	ENSG00000158748.3	protein_coding	KNOWN	3362
ENSG00000162542.9	1	20008706	20126438	TMCO4	-	ENSG00000162542.9	protein_coding	KNOWN	255104
ENSG00000178828.5	1	20140523	20141771	RNF186	-	ENSG00000178828.5	protein_coding	KNOWN	54546
ENSG00000169914.5	1	20209006	20239438	OTUD3	+	ENSG00000169914.5	protein_coding	KNOWN	23252
ENSG00000188784.4	1	20246502	20250110	PLA2G2E	-	ENSG00000188784.4	protein_coding	KNOWN	30814
ENSG00000188257.6	1	20301925	20306932	PLA2G2A	-	ENSG00000188257.6	protein_coding	KNOWN	5320
ENSG00000127472.6	1	20354672	20417683	PLA2G5	+	ENSG00000127472.6	protein_coding	KNOWN	5322
ENSG00000117215.10	1	20438432	20446050	PLA2G2D	-	ENSG00000117215.10	protein_coding	KNOWN	26279
ENSG00000158786.4	1	20465819	20476879	PLA2G2F	+	ENSG00000158786.4	protein_coding	KNOWN	64600
ENSG00000187980.6	1	20487746	20503917	PLA2G2C	-	ENSG00000187980.6	protein_coding	KNOWN	391013
ENSG00000162543.5	1	20512578	20522541	UBXN10	+	ENSG00000162543.5	protein_coding	KNOWN	127733
ENSG00000158816.11	1	20617412	20681387	VWA5B1	+	ENSG00000158816.11	protein_coding	KNOWN	127731
ENSG00000162545.5	1	20808884	20812713	CAMK2N1	-	ENSG00000162545.5	protein_coding	KNOWN	55450
ENSG00000090432.5	1	20825943	20834654	MUL1	-	ENSG00000090432.5	protein_coding	KNOWN	79594
ENSG00000183114.6	1	20878932	20881512	FAM43B	+	ENSG00000183114.6	protein_coding	KNOWN	163933
ENSG00000158825.5	1	20915441	20945401	CDA	+	ENSG00000158825.5	protein_coding	KNOWN	978
ENSG00000158828.5	1	20959948	20978004	PINK1	+	ENSG00000158828.5	protein_coding	KNOWN	65018
ENSG00000244038.5	1	20978270	20988000	DDOST	-	ENSG00000244038.5	protein_coding	KNOWN	1650
ENSG00000117245.8	1	20990507	21044510	KIF17	-	ENSG00000117245.8	protein_coding	KNOWN	57576
ENSG00000189410.7	1	21046225	21059330	SH2D5	-	ENSG00000189410.7	protein_coding	KNOWN	400745
ENSG00000127483.13	1	21069154	21113816	HP1BP3	-	ENSG00000127483.13	protein_coding	KNOWN	50809
ENSG00000075151.15	1	21132963	21503377	EIF4G3	-	ENSG00000075151.15	protein_coding	KNOWN	8672
ENSG00000117298.10	1	21543740	21671997	ECE1	-	ENSG00000117298.10	protein_coding	KNOWN	1889
ENSG00000142794.14	1	21766621	21811498	NBPF3	+	ENSG00000142794.14	protein_coding	KNOWN	84224
ENSG00000162551.9	1	21835858	21904905	ALPL	+	ENSG00000162551.9	protein_coding	KNOWN	249
ENSG00000076864.15	1	21922708	21995801	RAP1GAP	-	ENSG00000076864.15	protein_coding	KNOWN	5909
ENSG00000090686.11	1	22004791	22110099	USP48	-	ENSG00000090686.11	protein_coding	KNOWN	84196
ENSG00000187942.7	1	22138758	22151714	LDLRAD2	+	ENSG00000187942.7	protein_coding	KNOWN	401944
ENSG00000142798.12	1	22154356	22263790	HSPG2	-	ENSG00000142798.12	protein_coding	KNOWN	3339
ENSG00000219073.3	1	22303514	22325135	CELA3B	+	ENSG00000219073.3	protein_coding	KNOWN	23436
ENSG00000142789.15	1	22328149	22339032	CELA3A	+	ENSG00000142789.15	protein_coding	KNOWN	10136
ENSG00000070831.11	1	22379120	22419437	CDC42	+	ENSG00000070831.11	protein_coding	KNOWN	998
ENSG00000162552.10	1	22443798	22470462	WNT4	-	ENSG00000162552.10	protein_coding	KNOWN	54361
ENSG00000184677.12	1	22778344	22857650	ZBTB40	+	ENSG00000184677.12	protein_coding	KNOWN	9923
ENSG00000070886.6	1	22890057	22930087	EPHA8	+	ENSG00000070886.6	protein_coding	KNOWN	2046
ENSG00000173372.12	1	22962999	22966101	C1QA	+	ENSG00000173372.12	protein_coding	KNOWN	712
ENSG00000159189.7	1	22970123	22974603	C1QC	+	ENSG00000159189.7	protein_coding	KNOWN	714
ENSG00000173369.11	1	22979255	22988031	C1QB	+	ENSG00000173369.11	protein_coding	KNOWN	713
ENSG00000133216.12	1	23037332	23241818	EPHB2	+	ENSG00000133216.12	protein_coding	KNOWN	2048
ENSG00000215906.4	1	23279536	23291831	LACTBL1	-	ENSG00000215906.4	protein_coding	KNOWN	646262
ENSG00000227868.2	1	23337327	23342343	C1orf234	-	ENSG00000227868.2	protein_coding	NOVEL	729059
ENSG00000004487.11	1	23345941	23410182	KDM1A	+	ENSG00000004487.11	protein_coding	KNOWN	23028
ENSG00000169641.9	1	23410516	23504301	LUZP1	-	ENSG00000169641.9	protein_coding	KNOWN	7798
ENSG00000179546.3	1	23516993	23521222	HTR1D	-	ENSG00000179546.3	protein_coding	KNOWN	3352
ENSG00000125944.14	1	23630264	23670829	HNRNPR	-	ENSG00000125944.14	protein_coding	KNOWN	10236
ENSG00000125945.10	1	23685941	23694879	ZNF436	-	ENSG00000125945.10	protein_coding	KNOWN	80818
ENSG00000249087.3	1	23695490	23698332	C1orf213	+	ENSG00000249087.3	protein_coding	KNOWN	148898
ENSG00000204219.5	1	23707554	23751233	TCEA3	-	ENSG00000204219.5	protein_coding	KNOWN	6920
ENSG00000088280.14	1	23755056	23811061	ASAP3	-	ENSG00000088280.14	protein_coding	KNOWN	55616
ENSG00000007968.6	1	23832922	23857712	E2F2	-	ENSG00000007968.6	protein_coding	KNOWN	1870
ENSG00000117318.8	1	23884409	23886285	ID3	-	ENSG00000117318.8	protein_coding	KNOWN	3399
ENSG00000197880.4	1	23907985	23967058	MDS2	+	ENSG00000197880.4	protein_coding	KNOWN	259283
ENSG00000142676.8	1	24018269	24022915	RPL11	+	ENSG00000142676.8	protein_coding	KNOWN	6135
ENSG00000011007.8	1	24069645	24088549	TCEB3	+	ENSG00000011007.8	protein_coding	KNOWN	6924
ENSG00000057757.5	1	24104895	24114722	PITHD1	+	ENSG00000057757.5	protein_coding	KNOWN	57095
ENSG00000011009.6	1	24117460	24122029	LYPLA2	+	ENSG00000011009.6	protein_coding	KNOWN	11313
ENSG00000117308.10	1	24122089	24127271	GALE	-	ENSG00000117308.10	protein_coding	KNOWN	2582
ENSG00000117305.10	1	24128375	24165110	HMGCL	-	ENSG00000117305.10	protein_coding	KNOWN	3155
ENSG00000179163.11	1	24171567	24194784	FUCA1	-	ENSG00000179163.11	protein_coding	KNOWN	2517
ENSG00000188822.6	1	24197016	24285549	CNR2	-	ENSG00000188822.6	protein_coding	KNOWN	1269
ENSG00000189266.7	1	24285599	24289952	PNRC2	+	ENSG00000189266.7	protein_coding	KNOWN	55629
ENSG00000188529.10	1	24291294	24307417	SRSF10	-	ENSG00000188529.10	protein_coding	KNOWN	10772
ENSG00000142661.14	1	24382525	24438665	MYOM3	-	ENSG00000142661.14	protein_coding	KNOWN	127294
ENSG00000142677.3	1	24446261	24469611	IL22RA1	-	ENSG00000142677.3	protein_coding	KNOWN	58985
ENSG00000185436.7	1	24480647	24514449	IFNLR1	-	ENSG00000185436.7	protein_coding	KNOWN	163702
ENSG00000158055.11	1	24645812	24690972	GRHL3	+	ENSG00000158055.11	protein_coding	KNOWN	57822
ENSG00000001460.13	1	24683489	24743424	STPG1	-	ENSG00000001460.13	protein_coding	KNOWN	90529
ENSG00000001461.12	1	24745781	24799466	NIPAL3	+	ENSG00000001461.12	protein_coding	KNOWN	57185
ENSG00000117602.7	1	24829387	24867530	RCAN3	+	ENSG00000117602.7	protein_coding	KNOWN	11123
ENSG00000184454.6	1	24882602	24935819	NCMAP	+	ENSG00000184454.6	protein_coding	KNOWN	400746
ENSG00000133226.12	1	24958207	24999758	SRRM1	+	ENSG00000133226.12	protein_coding	KNOWN	10250
ENSG00000169504.10	1	25071848	25170815	CLIC4	+	ENSG00000169504.10	protein_coding	KNOWN	25932
ENSG00000020633.14	1	25226002	25291612	RUNX3	-	ENSG00000020633.14	protein_coding	KNOWN	864
ENSG00000117614.5	1	25549170	25558993	SYF2	-	ENSG00000117614.5	protein_coding	KNOWN	25949
ENSG00000117616.13	1	25568728	25664407	C1orf63	-	ENSG00000117616.13	protein_coding	KNOWN	57035
ENSG00000187010.14	1	25598884	25656936	RHD	+	ENSG00000187010.14	protein_coding	KNOWN	6006
ENSG00000183726.6	1	25664705	25688739	TMEM50A	+	ENSG00000183726.6	protein_coding	KNOWN	23585
ENSG00000188672.12	1	25688853	25756683	RHCE	-	ENSG00000188672.12	protein_coding	KNOWN	6006
ENSG00000204178.5	1	25757388	25826700	TMEM57	+	ENSG00000204178.5	protein_coding	KNOWN	55219
ENSG00000157978.7	1	25870071	25895377	LDLRAP1	+	ENSG00000157978.7	protein_coding	KNOWN	26119
ENSG00000117643.10	1	25943959	26112698	MAN1C1	+	ENSG00000117643.10	protein_coding	KNOWN	57134
ENSG00000162430.12	1	26126667	26144713	SEPN1	+	ENSG00000162430.12	protein_coding	KNOWN	57190
ENSG00000117640.13	1	26145131	26159432	MTFR1L	+	ENSG00000117640.13	protein_coding	KNOWN	56181
ENSG00000223474.2	1	26145344	26147252	AL020996.1	-	ENSG00000223474.2	protein_coding	NOVEL	NA
ENSG00000127423.6	1	26160497	26185903	AUNIP	-	ENSG00000127423.6	protein_coding	KNOWN	79000
ENSG00000182749.5	1	26187701	26197744	PAQR7	-	ENSG00000182749.5	protein_coding	KNOWN	164091
ENSG00000117632.16	1	26210672	26233482	STMN1	-	ENSG00000117632.16	protein_coding	KNOWN	3925
ENSG00000158006.9	1	26286258	26324648	PAFAH2	-	ENSG00000158006.9	protein_coding	KNOWN	5051
ENSG00000158008.5	1	26346375	26362955	EXTL1	+	ENSG00000158008.5	protein_coding	KNOWN	2134
ENSG00000158014.10	1	26363743	26372624	SLC30A2	-	ENSG00000158014.10	protein_coding	KNOWN	7780
ENSG00000158022.6	1	26377795	26394927	TRIM63	-	ENSG00000158022.6	protein_coding	KNOWN	84676
ENSG00000175087.5	1	26437664	26452034	PDIK1L	+	ENSG00000175087.5	protein_coding	KNOWN	149420
ENSG00000197245.4	1	26485511	26489119	FAM110D	+	ENSG00000197245.4	protein_coding	KNOWN	79927
ENSG00000142684.7	1	26496362	26498551	ZNF593	+	ENSG00000142684.7	protein_coding	KNOWN	51042
ENSG00000142675.13	1	26503894	26516377	CNKSR1	+	ENSG00000142675.13	protein_coding	KNOWN	10256
ENSG00000188782.3	1	26517052	26529459	CATSPER4	+	ENSG00000188782.3	protein_coding	KNOWN	378807
ENSG00000130695.9	1	26560691	26605299	CEP85	+	ENSG00000130695.9	protein_coding	KNOWN	64793
ENSG00000142669.9	1	26605667	26607818	SH3BGRL3	+	ENSG00000142669.9	protein_coding	KNOWN	83442
ENSG00000158062.16	1	26608008	26644854	UBXN11	-	ENSG00000158062.16	protein_coding	KNOWN	91544
ENSG00000169442.4	1	26644448	26647014	CD52	+	ENSG00000169442.4	protein_coding	KNOWN	1043
ENSG00000176092.9	1	26648350	26680621	AIM1L	-	ENSG00000176092.9	protein_coding	KNOWN	55057
ENSG00000176083.13	1	26688125	26701013	ZNF683	-	ENSG00000176083.13	protein_coding	KNOWN	257101
ENSG00000131914.6	1	26737269	26756213	LIN28A	+	ENSG00000131914.6	protein_coding	KNOWN	79727
ENSG00000117682.12	1	26758773	26797785	DHDDS	+	ENSG00000117682.12	protein_coding	KNOWN	79947
ENSG00000198830.6	1	26798941	26802463	HMGN2	+	ENSG00000198830.6	protein_coding	KNOWN	3151
ENSG00000117676.9	1	26856252	26901521	RPS6KA1	+	ENSG00000117676.9	protein_coding	KNOWN	6195
ENSG00000117713.13	1	27022524	27108595	ARID1A	+	ENSG00000117713.13	protein_coding	KNOWN	8289
ENSG00000060642.6	1	27113963	27124889	PIGV	+	ENSG00000060642.6	protein_coding	KNOWN	55650
ENSG00000204160.7	1	27153201	27184093	ZDHHC18	+	ENSG00000204160.7	protein_coding	KNOWN	84243
ENSG00000175793.10	1	27189633	27190947	SFN	+	ENSG00000175793.10	protein_coding	KNOWN	2810
ENSG00000142751.10	1	27202802	27216788	GPN2	-	ENSG00000142751.10	protein_coding	KNOWN	54707
ENSG00000198746.8	1	27216979	27226957	GPATCH3	-	ENSG00000198746.8	protein_coding	KNOWN	63906
ENSG00000090273.9	1	27228773	27273353	NUDC	+	ENSG00000090273.9	protein_coding	KNOWN	10726
ENSG00000131910.4	1	27237980	27240457	NR0B2	-	ENSG00000131910.4	protein_coding	KNOWN	8431
ENSG00000175707.7	1	27276053	27286897	C1orf172	-	ENSG00000175707.7	protein_coding	KNOWN	126695
ENSG00000253368.3	1	27320198	27327389	TRNP1	+	ENSG00000253368.3	protein_coding	KNOWN	388610
ENSG00000158246.7	1	27331511	27339327	FAM46B	-	ENSG00000158246.7	protein_coding	KNOWN	115572
ENSG00000090020.6	1	27425306	27493472	SLC9A1	-	ENSG00000090020.6	protein_coding	KNOWN	6548
ENSG00000142784.11	1	27561007	27635110	WDTC1	+	ENSG00000142784.11	protein_coding	KNOWN	23038
ENSG00000186501.10	1	27648651	27662891	TMEM222	+	ENSG00000186501.10	protein_coding	KNOWN	84065
ENSG00000142765.13	1	27668513	27680421	SYTL1	+	ENSG00000142765.13	protein_coding	KNOWN	84958
ENSG00000142733.10	1	27681675	27693383	MAP3K6	-	ENSG00000142733.10	protein_coding	KNOWN	9064
ENSG00000142748.8	1	27695603	27701315	FCN3	-	ENSG00000142748.8	protein_coding	KNOWN	8547
ENSG00000174950.6	1	27705666	27709870	CD164L2	-	ENSG00000174950.6	protein_coding	KNOWN	388611
ENSG00000181773.6	1	27719148	27722318	GPR3	+	ENSG00000181773.6	protein_coding	KNOWN	2827
ENSG00000158195.6	1	27730730	27816669	WASF2	-	ENSG00000158195.6	protein_coding	KNOWN	10163
ENSG00000126705.9	1	27860546	27930942	AHDC1	-	ENSG00000126705.9	protein_coding	KNOWN	27245
ENSG00000000938.8	1	27938575	27961788	FGR	-	ENSG00000000938.8	protein_coding	KNOWN	2268
ENSG00000126709.10	1	27992572	27998729	IFI6	-	ENSG00000126709.10	protein_coding	KNOWN	2537
ENSG00000009780.11	1	28052490	28089633	FAM76A	+	ENSG00000009780.11	protein_coding	KNOWN	199870
ENSG00000117758.9	1	28099694	28150963	STX12	+	ENSG00000117758.9	protein_coding	KNOWN	23673
ENSG00000117751.13	1	28157289	28178187	PPP1R8	+	ENSG00000117751.13	protein_coding	KNOWN	5511
ENSG00000130775.11	1	28199055	28213196	THEMIS2	+	ENSG00000130775.11	protein_coding	KNOWN	9473
ENSG00000117748.5	1	28218035	28241257	RPA2	-	ENSG00000117748.5	protein_coding	KNOWN	6118
ENSG00000130768.10	1	28261504	28285668	SMPDL3B	+	ENSG00000130768.10	protein_coding	KNOWN	27293
ENSG00000158156.7	1	28285973	28294607	XKR8	+	ENSG00000158156.7	protein_coding	KNOWN	55113
ENSG00000158161.11	1	28296855	28415207	EYA3	-	ENSG00000158161.11	protein_coding	KNOWN	2140
ENSG00000169403.7	1	28473677	28520447	PTAFR	-	ENSG00000169403.7	protein_coding	KNOWN	5724
ENSG00000126698.6	1	28525967	28559536	DNAJC8	-	ENSG00000126698.6	protein_coding	KNOWN	22826
ENSG00000130770.13	1	28562620	28573417	ATPIF1	+	ENSG00000130770.13	protein_coding	KNOWN	93974
ENSG00000130766.4	1	28586038	28609002	SESN2	+	ENSG00000130766.4	protein_coding	KNOWN	83667
ENSG00000130772.9	1	28655513	28662476	MED18	+	ENSG00000130772.9	protein_coding	KNOWN	54797
ENSG00000204138.8	1	28696114	28826881	PHACTR4	+	ENSG00000204138.8	protein_coding	KNOWN	65979
ENSG00000180198.11	1	28832455	28865812	RCC1	+	ENSG00000180198.11	protein_coding	KNOWN	1104
ENSG00000180098.5	1	28879597	28905049	TRNAU1AP	+	ENSG00000180098.5	protein_coding	KNOWN	54952
ENSG00000120656.7	1	28915835	28969597	TAF12	-	ENSG00000120656.7	protein_coding	KNOWN	6883
ENSG00000188060.6	1	28918712	28921955	RAB42	+	ENSG00000188060.6	protein_coding	KNOWN	115273
ENSG00000162419.8	1	28995244	29045865	GMEB1	+	ENSG00000162419.8	protein_coding	KNOWN	10691
ENSG00000198492.10	1	29063133	29096287	YTHDF2	+	ENSG00000198492.10	protein_coding	KNOWN	51441
ENSG00000116329.6	1	29138654	29190208	OPRD1	+	ENSG00000116329.6	protein_coding	KNOWN	4985
ENSG00000159023.14	1	29213603	29445939	EPB41	+	ENSG00000159023.14	protein_coding	KNOWN	2035
ENSG00000253304.1	1	29446554	29450447	TMEM200B	-	ENSG00000253304.1	protein_coding	KNOWN	399474
ENSG00000116350.11	1	29474255	29508499	SRSF4	-	ENSG00000116350.11	protein_coding	KNOWN	6429
ENSG00000116353.11	1	29519385	29557454	MECR	-	ENSG00000116353.11	protein_coding	KNOWN	51102
ENSG00000060656.15	1	29563028	29653325	PTPRU	+	ENSG00000060656.15	protein_coding	KNOWN	10076
ENSG00000162510.5	1	31184124	31196434	MATN1	-	ENSG00000162510.5	protein_coding	KNOWN	4146
ENSG00000162511.7	1	31205316	31230667	LAPTM5	-	ENSG00000162511.7	protein_coding	KNOWN	7805
ENSG00000162512.11	1	31342314	31381608	SDC3	-	ENSG00000162512.11	protein_coding	KNOWN	9672
ENSG00000134644.11	1	31404353	31538838	PUM1	-	ENSG00000134644.11	protein_coding	KNOWN	9698
ENSG00000084628.5	1	31652592	31712401	NKAIN1	-	ENSG00000084628.5	protein_coding	KNOWN	79570
ENSG00000060688.8	1	31732417	31769662	SNRNP40	-	ENSG00000060688.8	protein_coding	KNOWN	9410
ENSG00000121766.10	1	31769842	31837783	ZCCHC17	+	ENSG00000121766.10	protein_coding	KNOWN	51538
ENSG00000121769.3	1	31838472	31849697	FABP3	-	ENSG00000121769.3	protein_coding	KNOWN	2170
ENSG00000168528.7	1	31882412	31907525	SERINC2	+	ENSG00000168528.7	protein_coding	KNOWN	347735
ENSG00000268950.1	1	31902192	31902614	AC114494.1	-	ENSG00000268950.1	protein_coding	NOVEL	NA
ENSG00000142910.11	1	32042116	32053288	TINAGL1	+	ENSG00000142910.11	protein_coding	KNOWN	64129
ENSG00000121764.7	1	32083287	32098095	HCRTR1	+	ENSG00000121764.7	protein_coding	KNOWN	3061
ENSG00000162517.8	1	32095463	32110497	PEF1	-	ENSG00000162517.8	protein_coding	KNOWN	553115
ENSG00000084636.13	1	32117848	32169920	COL16A1	-	ENSG00000084636.13	protein_coding	KNOWN	1307
ENSG00000121753.8	1	32192718	32230494	BAI2	-	ENSG00000121753.8	protein_coding	KNOWN	576
ENSG00000134668.8	1	32256023	32281652	SPOCD1	-	ENSG00000134668.8	protein_coding	KNOWN	90853
ENSG00000184007.13	1	32372022	32410457	PTP4A2	-	ENSG00000184007.13	protein_coding	KNOWN	8073
ENSG00000212673.1	1	32379174	32380745	AL136115.1	+	ENSG00000212673.1	protein_coding	KNOWN	NA
ENSG00000121774.13	1	32479430	32526451	KHDRBS1	+	ENSG00000121774.13	protein_coding	KNOWN	10657
ENSG00000121775.13	1	32537632	32568467	TMEM39B	+	ENSG00000121775.13	protein_coding	KNOWN	55116
ENSG00000025800.9	1	32573639	32641976	KPNA6	+	ENSG00000025800.9	protein_coding	KNOWN	23633
ENSG00000084652.11	1	32645287	32663886	TXLNA	+	ENSG00000084652.11	protein_coding	KNOWN	200081
ENSG00000160050.10	1	32665987	32670988	CCDC28B	+	ENSG00000160050.10	protein_coding	KNOWN	79140
ENSG00000160051.7	1	32671360	32674288	IQCC	+	ENSG00000160051.7	protein_coding	KNOWN	55721
ENSG00000222046.2	1	32674695	32681447	DCDC2B	+	ENSG00000222046.2	protein_coding	KNOWN	149069
ENSG00000160055.15	1	32680078	32687958	TMEM234	-	ENSG00000160055.15	protein_coding	KNOWN	56063
ENSG00000084623.7	1	32687620	32697205	EIF3I	+	ENSG00000084623.7	protein_coding	KNOWN	8668
ENSG00000183615.5	1	32712834	32714457	FAM167B	+	ENSG00000183615.5	protein_coding	KNOWN	84734
ENSG00000182866.12	1	32716840	32751766	LCK	+	ENSG00000182866.12	protein_coding	KNOWN	3932
ENSG00000116478.7	1	32757687	32799236	HDAC1	+	ENSG00000116478.7	protein_coding	KNOWN	3065
ENSG00000175130.6	1	32799433	32801980	MARCKSL1	-	ENSG00000175130.6	protein_coding	KNOWN	65108
ENSG00000162526.6	1	32817122	32829913	TSSK3	+	ENSG00000162526.6	protein_coding	KNOWN	81629
ENSG00000225828.1	1	32826871	32827797	FAM229A	-	ENSG00000225828.1	protein_coding	KNOWN	100128071
ENSG00000160058.14	1	32830704	32860049	BSDC1	-	ENSG00000160058.14	protein_coding	KNOWN	55108
ENSG00000273274.1	1	32930670	32962287	ZBTB8B	+	ENSG00000273274.1	protein_coding	KNOWN	728116
ENSG00000160062.10	1	33005028	33071540	ZBTB8A	+	ENSG00000160062.10	protein_coding	KNOWN	653121
ENSG00000176261.11	1	33086421	33116504	ZBTB8OS	-	ENSG00000176261.11	protein_coding	KNOWN	339487
ENSG00000162521.14	1	33116743	33151812	RBBP4	+	ENSG00000162521.14	protein_coding	KNOWN	5928
ENSG00000162520.10	1	33160466	33169197	SYNC	-	ENSG00000162520.10	protein_coding	KNOWN	81493
ENSG00000162522.6	1	33207486	33240571	KIAA1522	+	ENSG00000162522.6	protein_coding	KNOWN	57648
ENSG00000134684.6	1	33240840	33283754	YARS	-	ENSG00000134684.6	protein_coding	KNOWN	8565
ENSG00000116497.13	1	33282368	33324476	S100PBP	+	ENSG00000116497.13	protein_coding	KNOWN	64766
ENSG00000160097.11	1	33327869	33338083	FNDC5	-	ENSG00000160097.11	protein_coding	KNOWN	252995
ENSG00000121905.5	1	33351595	33364042	HPCA	+	ENSG00000121905.5	protein_coding	KNOWN	3208
ENSG00000121900.14	1	33360248	33367039	TMEM54	-	ENSG00000121900.14	protein_coding	KNOWN	113452
ENSG00000116514.12	1	33402046	33430286	RNF19B	-	ENSG00000116514.12	protein_coding	KNOWN	127544
ENSG00000267885.1	1	33439268	33439642	FKSG48	+	ENSG00000267885.1	protein_coding	KNOWN	NA
ENSG00000004455.12	1	33473585	33546597	AK2	-	ENSG00000004455.12	protein_coding	KNOWN	204
ENSG00000142920.12	1	33546705	33586131	ADC	+	ENSG00000142920.12	protein_coding	KNOWN	113451
ENSG00000116525.9	1	33611003	33647660	TRIM62	-	ENSG00000116525.9	protein_coding	KNOWN	55223
ENSG00000160094.10	1	33722146	33765755	ZNF362	+	ENSG00000160094.10	protein_coding	KNOWN	149076
ENSG00000184389.8	1	33772367	33786699	A3GALT2	-	ENSG00000184389.8	protein_coding	KNOWN	127550
ENSG00000134686.12	1	33789224	33896653	PHC2	-	ENSG00000134686.12	protein_coding	KNOWN	1912
ENSG00000121903.10	1	33938246	33962107	ZSCAN20	+	ENSG00000121903.10	protein_coding	KNOWN	7579
ENSG00000121904.13	1	33979609	34631443	CSMD2	-	ENSG00000121904.13	protein_coding	KNOWN	114784
ENSG00000176256.6	1	34326076	34330392	HMGB4	+	ENSG00000176256.6	protein_coding	KNOWN	127540
ENSG00000142698.10	1	34632484	34684732	C1orf94	+	ENSG00000142698.10	protein_coding	KNOWN	84970
ENSG00000163866.8	1	35178338	35325417	SMIM12	-	ENSG00000163866.8	protein_coding	KNOWN	113444
ENSG00000189280.3	1	35220648	35224113	GJB5	+	ENSG00000189280.3	protein_coding	KNOWN	2709
ENSG00000189433.5	1	35225342	35229325	GJB4	+	ENSG00000189433.5	protein_coding	KNOWN	127534
ENSG00000188910.7	1	35246790	35251970	GJB3	+	ENSG00000188910.7	protein_coding	KNOWN	2707
ENSG00000187513.8	1	35258599	35261348	GJA4	+	ENSG00000187513.8	protein_coding	KNOWN	2701
ENSG00000116544.7	1	35331037	35395186	DLGAP3	-	ENSG00000116544.7	protein_coding	KNOWN	58512
ENSG00000243749.1	1	35447136	35450954	ZMYM6NB	-	ENSG00000243749.1	protein_coding	KNOWN	100506144
ENSG00000163867.12	1	35451766	35497569	ZMYM6	-	ENSG00000163867.12	protein_coding	KNOWN	9204
ENSG00000197056.5	1	35525387	35581460	ZMYM1	+	ENSG00000197056.5	protein_coding	KNOWN	79830
ENSG00000116560.6	1	35641979	35658749	SFPQ	-	ENSG00000116560.6	protein_coding	KNOWN	6421
ENSG00000146463.7	1	35734568	35887659	ZMYM4	+	ENSG00000146463.7	protein_coding	KNOWN	9202
ENSG00000142687.13	1	35899091	36023014	KIAA0319L	-	ENSG00000142687.13	protein_coding	KNOWN	79932
ENSG00000020129.11	1	36023074	36032875	NCDN	+	ENSG00000020129.11	protein_coding	KNOWN	23154
ENSG00000116819.6	1	36038971	36060929	TFAP2E	+	ENSG00000116819.6	protein_coding	KNOWN	339488
ENSG00000126067.7	1	36067185	36107445	PSMB2	-	ENSG00000126067.7	protein_coding	KNOWN	5690
ENSG00000142686.7	1	36179476	36185073	C1orf216	-	ENSG00000142686.7	protein_coding	KNOWN	127703
ENSG00000092853.9	1	36185819	36235568	CLSPN	-	ENSG00000092853.9	protein_coding	KNOWN	63967
ENSG00000134698.10	1	36273773	36323491	AGO4	+	ENSG00000134698.10	protein_coding	KNOWN	192670
ENSG00000092847.6	1	36335409	36395211	AGO1	+	ENSG00000092847.6	protein_coding	KNOWN	26523
